environment_biome	environment_biome_hl	environment_biome_hl2
estuarine water	marine_and_terrestrial	other_terrestrial_water
glassland	terrestrial_probable	land
developed, low intensity	unclassified	unclassified
The Filtration Method	unclassified	unclassified
The Plate Count Method	unclassified	unclassified
Anoxic mesothermic microcosms with clay	unclassified	unclassified
mouse stool samples	terrestrial_probable	land
Gut fecal	unclassified	unclassified
DL_1	unclassified	unclassified
DL_2	unclassified	unclassified
DL_3	unclassified	unclassified
DL_4	unclassified	unclassified
DL_5	unclassified	unclassified
DL_6	unclassified	unclassified
DL_7	unclassified	unclassified
DL_8	unclassified	unclassified
DL_9	unclassified	unclassified
DL_10	unclassified	unclassified
DL_11	unclassified	unclassified
DL_12	unclassified	unclassified
DL_13	unclassified	unclassified
DL_14	unclassified	unclassified
DL_15	unclassified	unclassified
DL_16	unclassified	unclassified
DL_17	unclassified	unclassified
DL_18	unclassified	unclassified
DL_19	unclassified	unclassified
DL_20	unclassified	unclassified
DL_21	unclassified	unclassified
DL_22	unclassified	unclassified
DL_23	unclassified	unclassified
DL_24	unclassified	unclassified
DL_25	unclassified	unclassified
DL_26	unclassified	unclassified
DL_27	unclassified	unclassified
DL_28	unclassified	unclassified
DL_29	unclassified	unclassified
DL_30	unclassified	unclassified
DL_31	unclassified	unclassified
DL_32	unclassified	unclassified
DL_33	unclassified	unclassified
DL_34	unclassified	unclassified
DL_35	unclassified	unclassified
DL_36	unclassified	unclassified
DL_37	unclassified	unclassified
TM_1	unclassified	unclassified
TM_2	unclassified	unclassified
TM_3	unclassified	unclassified
TM_4	unclassified	unclassified
TM_5	unclassified	unclassified
TM_6	unclassified	unclassified
TM_7	unclassified	unclassified
TM_8	unclassified	unclassified
TM_9	unclassified	unclassified
TM_10	unclassified	unclassified
TM_11	unclassified	unclassified
TM_12	unclassified	unclassified
TM_13	unclassified	unclassified
TM_14	unclassified	unclassified
TM_15	unclassified	unclassified
TM_16	unclassified	unclassified
TM_17	unclassified	unclassified
TM_18	unclassified	unclassified
TM_19	unclassified	unclassified
TM_20	unclassified	unclassified
TM_21	unclassified	unclassified
TM_22	unclassified	unclassified
TM_23	unclassified	unclassified
TM_24	unclassified	unclassified
TM_25	unclassified	unclassified
TM_26	unclassified	unclassified
TM_27	unclassified	unclassified
TM_28	unclassified	unclassified
TM_29	unclassified	unclassified
TM_30	unclassified	unclassified
TM_31	unclassified	unclassified
TM_32	unclassified	unclassified
TM_33	unclassified	unclassified
TM_34	unclassified	unclassified
TM_35	unclassified	unclassified
TM_36	unclassified	unclassified
TM_37	unclassified	unclassified
TM_38	unclassified	unclassified
TM_39	unclassified	unclassified
TM_40	unclassified	unclassified
TM_41	unclassified	unclassified
TM_42	unclassified	unclassified
TM_43	unclassified	unclassified
TM_44	unclassified	unclassified
TM_45	unclassified	unclassified
TM_46	unclassified	unclassified
TM_47	unclassified	unclassified
TM_48	unclassified	unclassified
TM_49	unclassified	unclassified
TM_50	unclassified	unclassified
TM_51	unclassified	unclassified
TM_52	unclassified	unclassified
TM_53	unclassified	unclassified
TM_54	unclassified	unclassified
TM_55	unclassified	unclassified
TM_56	unclassified	unclassified
TM_57	unclassified	unclassified
TM_58	unclassified	unclassified
TM_59	unclassified	unclassified
TM_60	unclassified	unclassified
TM_61	unclassified	unclassified
TM_62	unclassified	unclassified
TM_63	unclassified	unclassified
TM_64	unclassified	unclassified
TM_65	unclassified	unclassified
TM_66	unclassified	unclassified
TM_67	unclassified	unclassified
TM_68	unclassified	unclassified
TM_69	unclassified	unclassified
TM_70	unclassified	unclassified
TM_71	unclassified	unclassified
TM_72	unclassified	unclassified
TM_73	unclassified	unclassified
TM_74	unclassified	unclassified
TM_75	unclassified	unclassified
TM_76	unclassified	unclassified
TM_77	unclassified	unclassified
TM_78	unclassified	unclassified
TM_79	unclassified	unclassified
TM_80	unclassified	unclassified
TM_81	unclassified	unclassified
TM_82	unclassified	unclassified
TM_83	unclassified	unclassified
TM_84	unclassified	unclassified
TM_85	unclassified	unclassified
TM_86	unclassified	unclassified
TM_87	unclassified	unclassified
TM_88	unclassified	unclassified
TM_89	unclassified	unclassified
TM_90	unclassified	unclassified
TM_91	unclassified	unclassified
SNJ_1	unclassified	unclassified
SNJ_2	unclassified	unclassified
SNJ_3	unclassified	unclassified
SNJ_4	unclassified	unclassified
SNJ_5	unclassified	unclassified
SNJ_6	unclassified	unclassified
SNJ_7	unclassified	unclassified
SNJ_8	unclassified	unclassified
SNJ_9	unclassified	unclassified
SNJ_10	unclassified	unclassified
SNJ_11	unclassified	unclassified
SNJ_12	unclassified	unclassified
SNJ_13	unclassified	unclassified
SNJ_14	unclassified	unclassified
SNJ_15	unclassified	unclassified
SNJ_16	unclassified	unclassified
SNJ_17	unclassified	unclassified
SNJ_18	unclassified	unclassified
SNJ_19	unclassified	unclassified
SNJ_20	unclassified	unclassified
SNJ_21	unclassified	unclassified
SNJ_22	unclassified	unclassified
SNJ_23	unclassified	unclassified
SNJ_24	unclassified	unclassified
SNJ_25	unclassified	unclassified
SNJ_26	unclassified	unclassified
SNJ_27	unclassified	unclassified
SNJ_28	unclassified	unclassified
SNJ_29	unclassified	unclassified
SNJ_30	unclassified	unclassified
SNJ_31	unclassified	unclassified
SNJ_32	unclassified	unclassified
SNJ_33	unclassified	unclassified
SNJ_34	unclassified	unclassified
SNJ_35	unclassified	unclassified
SNJ_36	unclassified	unclassified
SNJ_37	unclassified	unclassified
SNJ_38	unclassified	unclassified
SNJ_39	unclassified	unclassified
SNJ_40	unclassified	unclassified
SNJ_41	unclassified	unclassified
SNJ_42	unclassified	unclassified
SNJ_43	unclassified	unclassified
SNJ_44	unclassified	unclassified
SNJ_45	unclassified	unclassified
SNJ_46	unclassified	unclassified
SNJ_47	unclassified	unclassified
SNJ_48	unclassified	unclassified
SNJ_49	unclassified	unclassified
SNJ_50	unclassified	unclassified
SNJ_51	unclassified	unclassified
SNJ_52	unclassified	unclassified
SNJ_53	unclassified	unclassified
SNJ_54	unclassified	unclassified
SNJ_55	unclassified	unclassified
SNJ_56	unclassified	unclassified
SNJ_57	unclassified	unclassified
SNJ_58	unclassified	unclassified
SNJ_59	unclassified	unclassified
SNJ_60	unclassified	unclassified
SNJ_61	unclassified	unclassified
SNJ_62	unclassified	unclassified
SNJ_63	unclassified	unclassified
SNJ_64	unclassified	unclassified
SNJ_65	unclassified	unclassified
SNJ_66	unclassified	unclassified
SNJ_67	unclassified	unclassified
CB_1	unclassified	unclassified
CB_2	unclassified	unclassified
CB_3	unclassified	unclassified
CB_4	unclassified	unclassified
CB_5	unclassified	unclassified
CB_6	unclassified	unclassified
CB_7	unclassified	unclassified
CB_8	unclassified	unclassified
CB_9	unclassified	unclassified
CB_10	unclassified	unclassified
CB_11	unclassified	unclassified
CB_12	unclassified	unclassified
CB_13	unclassified	unclassified
CB_14	unclassified	unclassified
CB_15	unclassified	unclassified
CB_16	unclassified	unclassified
CB_17	unclassified	unclassified
CB_18	unclassified	unclassified
CB_19	unclassified	unclassified
CB_20	unclassified	unclassified
CB_21	unclassified	unclassified
CB_22	unclassified	unclassified
CB_23	unclassified	unclassified
CB_24	unclassified	unclassified
CB_25	unclassified	unclassified
CB_26	unclassified	unclassified
CB_27	unclassified	unclassified
CB_28	unclassified	unclassified
CB_29	unclassified	unclassified
CB_30	unclassified	unclassified
CB_31	unclassified	unclassified
CB_32	unclassified	unclassified
CB_33	unclassified	unclassified
CB_34	unclassified	unclassified
CB_35	unclassified	unclassified
CB_36	unclassified	unclassified
CB_37	unclassified	unclassified
CB_38	unclassified	unclassified
CB_39	unclassified	unclassified
CB_40	unclassified	unclassified
CB_41	unclassified	unclassified
CB_42	unclassified	unclassified
CB_43	unclassified	unclassified
CB_44	unclassified	unclassified
CB_45	unclassified	unclassified
CB_46	unclassified	unclassified
CB_47	unclassified	unclassified
CB_48	unclassified	unclassified
CB_49	unclassified	unclassified
CB_50	unclassified	unclassified
CB_51	unclassified	unclassified
CB_52	unclassified	unclassified
CB_53	unclassified	unclassified
CB_54	unclassified	unclassified
CB_55	unclassified	unclassified
CB_56	unclassified	unclassified
CB_57	unclassified	unclassified
CB_58	unclassified	unclassified
CB_59	unclassified	unclassified
CB_60	unclassified	unclassified
CB_61	unclassified	unclassified
CB_62	unclassified	unclassified
CB_63	unclassified	unclassified
CB_64	unclassified	unclassified
CB_65	unclassified	unclassified
CB_66	unclassified	unclassified
CB_67	unclassified	unclassified
CB_68	unclassified	unclassified
CB_69	unclassified	unclassified
CB_70	unclassified	unclassified
CB_71	unclassified	unclassified
CB_72	unclassified	unclassified
CB_73	unclassified	unclassified
CB_74	unclassified	unclassified
CB_75	unclassified	unclassified
CB_76	unclassified	unclassified
CB_77	unclassified	unclassified
CB_78	unclassified	unclassified
CB_79	unclassified	unclassified
CB_80	unclassified	unclassified
CB_81	unclassified	unclassified
CB_82	unclassified	unclassified
CB_83	unclassified	unclassified
CB_84	unclassified	unclassified
CB_85	unclassified	unclassified
CB_86	unclassified	unclassified
CB_87	unclassified	unclassified
CB_88	unclassified	unclassified
GT_1	unclassified	unclassified
GT_2	unclassified	unclassified
GT_3	unclassified	unclassified
GT_4	unclassified	unclassified
GT_5	unclassified	unclassified
GT_6	unclassified	unclassified
GT_7	unclassified	unclassified
GT_8	unclassified	unclassified
GT_9	unclassified	unclassified
GT_10	unclassified	unclassified
GT_11	unclassified	unclassified
GT_12	unclassified	unclassified
GT_13	unclassified	unclassified
GT_14	unclassified	unclassified
GT_15	unclassified	unclassified
GT_16	unclassified	unclassified
GT_17	unclassified	unclassified
GT_18	unclassified	unclassified
GT_19	unclassified	unclassified
GT_20	unclassified	unclassified
GT_21	unclassified	unclassified
GT_22	unclassified	unclassified
GT_23	unclassified	unclassified
GT_24	unclassified	unclassified
GT_25	unclassified	unclassified
GT_26	unclassified	unclassified
GT_27	unclassified	unclassified
GT_28	unclassified	unclassified
GT_29	unclassified	unclassified
GT_30	unclassified	unclassified
GT_31	unclassified	unclassified
GT_32	unclassified	unclassified
GT_33	unclassified	unclassified
GT_34	unclassified	unclassified
GT_35	unclassified	unclassified
GT_36	unclassified	unclassified
GT_37	unclassified	unclassified
GT_38	unclassified	unclassified
GT_39	unclassified	unclassified
GT_40	unclassified	unclassified
GT_41	unclassified	unclassified
GT_42	unclassified	unclassified
GT_43	unclassified	unclassified
GT_44	unclassified	unclassified
GT_45	unclassified	unclassified
GT_46	unclassified	unclassified
GT_47	unclassified	unclassified
GT_48	unclassified	unclassified
GT_49	unclassified	unclassified
GT_50	unclassified	unclassified
GT_51	unclassified	unclassified
GT_52	unclassified	unclassified
GT_53	unclassified	unclassified
GT_54	unclassified	unclassified
GT_55	unclassified	unclassified
GT_56	unclassified	unclassified
GT_57	unclassified	unclassified
GT_58	unclassified	unclassified
GT_59	unclassified	unclassified
GT_60	unclassified	unclassified
Delhi	unclassified	unclassified
silty	unclassified	unclassified
Shanxi Mature Vinegar	terrestrial	unclassified
soybean-wheat	terrestrial	land
beekeeping	terrestrial	land
Coastal sailne habitat, Gujarat	marine_and_terrestrial	unclassified
temperate decidious forest	terrestrial	land
www.environmentontology.org/Browse-EnvO	unclassified	unclassified
not_applicable	unclassified	unclassified
EBPR	unclassified	unclassified
Tropical reef fish	marine	unclassified
Populus	unclassified	unclassified
montane conifer woodland	terrestrial	land
desert scrubland	terrestrial	land
soil from crop filed	terrestrial	land
oral opening	unclassified	unclassified
sea shore	marine_and_terrestrial	unclassified
brackish estuary	marine_and_terrestrial	other_terrestrial_water
tidal watercourse	marine_and_terrestrial	other_terrestrial_water
surface-sterilized root tissue of Jatropha curcas cv B1-2	unclassified	unclassified
rectal	unclassified	unclassified
mediterranean forest	terrestrial	land
Polar/Arctic	unclassified	unclassified
Intestinal microbiota	unclassified	unclassified
Temperate grassland biome	terrestrial	land
hive	unclassified	unclassified
CK	unclassified	unclassified
NPK+PM	unclassified	unclassified
NPK+SM	unclassified	unclassified
NPK+CM	unclassified	unclassified
NPK	unclassified	unclassified
national park	unclassified	unclassified
Tropical Grassland	terrestrial	unclassified
Alpine Meadow	terrestrial	unclassified
Meadoow	unclassified	unclassified
Gut content of Eisenia fetida	unclassified	unclassified
environment associated with an animal part or small animal ENVO_01001055	unclassified	unclassified
animal facilities	unclassified	unclassified
research facilities	unclassified	unclassified
Drug Industry	unclassified	unclassified
air filter	unclassified	unclassified
plastic waste recycling plant	unclassified	unclassified
Human saliva	terrestrial_probable	unclassified
ENVO:01000410	unclassified	unclassified
Beaver pond	terrestrial	freshwater
AM1_1	unclassified	unclassified
AM1_2	unclassified	unclassified
AM1_3	unclassified	unclassified
AM1_4	unclassified	unclassified
AM1_5	unclassified	unclassified
AM2_1	unclassified	unclassified
AM2_2	unclassified	unclassified
AM2_3	unclassified	unclassified
AM2_4	unclassified	unclassified
AM2_5	unclassified	unclassified
AM3_1	unclassified	unclassified
AM3_2	unclassified	unclassified
AM3_3	unclassified	unclassified
AM3_4	unclassified	unclassified
AM3_5	unclassified	unclassified
AM4_1	unclassified	unclassified
